key,emission,date,population,value,,,,,,,,
Australia,402159.57,2015,23789338,0.016905034,,,,,,,,
Australia,393572.0685,2014,23460694,0.016775807,,,,,,,,
Australia,398292.6287,2013,23117353,0.017229162,,,,,,,,
Australia,407140.0077,2012,22728254,0.017913387,,,,,,,,
Australia,404273.3804,2011,22340024,0.018096372,,,,,,,,
Australia,406810.7353,2010,22031750,0.018464749,,,,,,,,
Australia,408752.3419,2009,21691700,0.018843721,,,,,,,,
Australia,404889.7243,2008,21249200,0.019054351,,,,,,,,
Australia,399297.236,2007,20827600,0.019171543,,,,,,,,
Australia,391363.832,2006,20697900,0.018908384,,,,,,,,
Australia,385807.2997,2005,20394800,0.018916945,,,,,,,,
Australia,382021.0979,2004,20127400,0.018980151,,,,,,,,
Australia,368784.9639,2003,19895400,0.018536192,,,,,,,,
Australia,361966.4809,2002,19651400,0.018419374,,,,,,,,
Australia,357461.9539,2001,19413000,0.018413535,,,,,,,,
Australia,349983.9357,2000,19153000,0.018273061,,,,,,,,
Australia,343850.3707,1999,18926000,0.018168148,,,,,,,,
Australia,334426.7868,1998,18711000,0.017873272,,,,,,,,
Australia,320558.1017,1997,18517000,0.017311557,,,,,,,,
Australia,312184.873,1996,18311000,0.017049035,,,,,,,,
Australia,305260.8375,1995,18072000,0.01689137,,,,,,,,
Australia,293928.8119,1994,17855000,0.016461989,,,,,,,,
Australia,289230.5331,1993,17667000,0.016371231,,,,,,,,
Australia,284840.0596,1992,17495000,0.016281227,,,,,,,,
Australia,279807.3632,1991,17284000,0.016188808,,,,,,,,
Australia,278352.7904,1990,17065100,0.016311231,,,,,,,,
Austria,66724.16664,2015,8633169,0.007728815,,,,,,,,
Austria,64204.36586,2014,8541575,0.007516689,,,,,,,,
Austria,67956.08667,2013,8479375,0.00801428,,,,,,,,
Austria,67721.09866,2012,8429991,0.008033354,,,,,,,,
Austria,70286.76743,2011,8391643,0.008375805,,,,,,,,
Austria,72547.41696,2010,8363404,0.008674389,,,,,,,,
Austria,67645.5224,2009,8343323,0.008107743,,,,,,,,
Austria,73805.18952,2008,8321496,0.008869221,,,,,,,,
Austria,74028.28593,2007,8295487,0.008923923,,,,,,,,
Austria,76683.54339,2006,8268641,0.00927402,,,,,,,,
Austria,79369.25548,2005,8227829,0.00964644,,,,,,,,
Austria,78164.64073,2004,8171966,0.009564974,,,,,,,,
Austria,77861.16484,2003,8121423,0.009587133,,,,,,,,
Austria,72198.84754,2002,8081957,0.008933337,,,,,,,,
Austria,70456.72115,2001,8042293,0.008760775,,,,,,,,
Austria,66345.61163,2000,8011566,0.008281229,,,,,,,,
Austria,65702.16999,1999,7992324,0.008220659,,,,,,,,
Austria,67054.86388,1998,7976789,0.008406248,,,,,,,,
Austria,67454.13139,1997,7968041,0.008465585,,,,,,,,
Austria,67674.01263,1996,7959017,0.00850281,,,,,,,,
Austria,64206.69567,1995,7948278,0.008078064,,,,,,,,
Austria,61191.0922,1994,7936118,0.007710456,,,,,,,,
Austria,60788.48458,1993,7905633,0.007689262,,,,,,,,
Austria,60432.20462,1992,7840709,0.007707492,,,,,,,,
Austria,65900.42309,1991,7754891,0.008497917,,,,,,,,
Austria,62292.97438,1990,7677850,0.008113336,,,,,,,,
Belarus,57023.98968,2015,9489616,0.006009093,,,,,,,,
Belarus,61316.52977,2014,9474511,0.006471736,,,,,,,,
Belarus,62099.6077,2013,9465997,0.006560282,,,,,,,,
Belarus,61533.71603,2012,9464495,0.006501532,,,,,,,,
Belarus,61806.46193,2011,9473172,0.006524368,,,,,,,,
Belarus,62300.59024,2010,9490583,0.006564464,,,,,,,,
Belarus,60078.89161,2009,9506765,0.006319594,,,,,,,,
Belarus,64487.52364,2008,9527985,0.006768223,,,,,,,,
Belarus,62170.42318,2007,9560953,0.006502534,,,,,,,,
Belarus,62773.65634,2006,9604924,0.00653557,,,,,,,,
Belarus,60193.53914,2005,9663915,0.006228691,,,,,,,,
Belarus,58901.85256,2004,9730146,0.006053543,,,,,,,,
Belarus,55393.55063,2003,9796749,0.005654279,,,,,,,,
Belarus,54089.91261,2002,9865548,0.005482707,,,,,,,,
Belarus,54042.50713,2001,9928549,0.005443143,,,,,,,,
Belarus,53950.73331,2000,9979610,0.005406096,,,,,,,,
Belarus,55297.4525,1999,10026738,0.005514999,,,,,,,,
Belarus,57675.41388,1998,10069000,0.005728018,,,,,,,,
Belarus,61206.66793,1997,10117000,0.006049883,,,,,,,,
Belarus,57460.37747,1996,10160000,0.005655549,,,,,,,,
Belarus,56211.28356,1995,10194000,0.005514154,,,,,,,,
Belarus,62619.52376,1994,10227000,0.006122961,,,,,,,,
Belarus,75771.75854,1993,10239000,0.007400308,,,,,,,,
Belarus,87284.13094,1992,10216000,0.008543866,,,,,,,,
Belarus,93873.72947,1991,10194000,0.009208724,,,,,,,,
Belarus,100663.0068,1990,10189000,0.009879577,,,,,,,,
Belgium,100248.5127,2015,11274196,0.008891855,,,,,,,,
Belgium,96539.56268,2014,11209057,0.008612639,,,,,,,,
Belgium,101748.1078,2013,11182817,0.009098612,,,,,,,,
Belgium,101169.884,2012,11128246,0.00909127,,,,,,,,
Belgium,103929.6661,2011,11047744,0.00940732,,,,,,,,
Belgium,113350.8418,2010,10895586,0.010403373,,,,,,,,
Belgium,107404.6502,2009,10796493,0.009948105,,,,,,,,
Belgium,120409.8107,2008,10709973,0.011242774,,,,,,,,
Belgium,120352.6952,2007,10625700,0.011326566,,,,,,,,
Belgium,123771.1516,2006,10547958,0.011734134,,,,,,,,
Belgium,125370.7311,2005,10478617,0.011964435,,,,,,,,
Belgium,128761.6383,2004,10421137,0.012355815,,,,,,,,
Belgium,127659.1933,2003,10376133,0.012303157,,,,,,,,
Belgium,126175.0652,2002,10332785,0.012211138,,,,,,,,
Belgium,125849.7723,2001,10286570,0.012234377,,,,,,,,
Belgium,126522.2816,2000,10251250,0.012342132,,,,,,,,
Belgium,124391.5964,1999,10226419,0.012163749,,,,,,,,
Belgium,129974.8819,1998,10203008,0.012738879,,,,,,,,
Belgium,123745.6034,1997,10181245,0.01215427,,,,,,,,
Belgium,129271.9338,1996,10156637,0.012727828,,,,,,,,
Belgium,125762.5429,1995,10136811,0.012406519,,,,,,,,
Belgium,124623.8297,1994,10115603,0.012319961,,,,,,,,
Belgium,118048.4668,1993,10084475,0.011705961,,,,,,,,
Belgium,119130.1167,1992,10045158,0.011859457,,,,,,,,
Belgium,119721.87,1991,10004486,0.011966819,,,,,,,,
Belgium,120165.9638,1990,9967379,0.012055924,,,,,,,,
Bulgaria,48294.11974,2015,7177991,0.006728083,,,,,,,,
Bulgaria,45188.12414,2014,7223938,0.006255331,,,,,,,,
Bulgaria,42595.1505,2013,7265115,0.00586297,,,,,,,,
Bulgaria,48217.21407,2012,7305888,0.006599775,,,,,,,,
Bulgaria,53087.23996,2011,7348328,0.007224397,,,,,,,,
Bulgaria,47757.98556,2010,7395599,0.006457622,,,,,,,,
Bulgaria,45679.2254,2009,7444443,0.006136017,,,,,,,,
Bulgaria,53946.09721,2008,7492561,0.007199954,,,,,,,,
Bulgaria,55613.77109,2007,7545338,0.007370614,,,,,,,,
Bulgaria,51799.01451,2006,7601022,0.006814743,,,,,,,,
Bulgaria,50578.51813,2005,7658972,0.006603826,,,,,,,,
Bulgaria,49499.63234,2004,7716860,0.006414478,,,,,,,,
Bulgaria,50335.45862,2003,7775327,0.006473742,,,,,,,,
Bulgaria,46105.26904,2002,7837161,0.005882904,,,,,,,,
Bulgaria,48863.3617,2001,8009142,0.006100948,,,,,,,,
Bulgaria,45160.1193,2000,8170172,0.005527438,,,,,,,,
Bulgaria,46034.29306,1999,8210624,0.005606674,,,,,,,,
Bulgaria,52466.9822,1998,8256786,0.006354407,,,,,,,,
Bulgaria,55135.02767,1997,8312068,0.00663313,,,,,,,,
Bulgaria,57926.69652,1996,8362826,0.006926689,,,,,,,,
Bulgaria,57522.73559,1995,8406067,0.006843002,,,,,,,,
Bulgaria,55923.38755,1994,8443591,0.006623176,,,,,,,,
Bulgaria,57462.66777,1993,8472313,0.006782406,,,,,,,,
Bulgaria,56821.05677,1992,8540164,0.006653392,,,,,,,,
Bulgaria,60032.83536,1991,8632367,0.006954389,,,,,,,,
Bulgaria,78650.47324,1990,8718289,0.00902132,,,,,,,,
Canada,568094.1857,2015,35848610,0.015847035,,,,,,,,
Canada,572728.3788,2014,35544564,0.016112967,,,,,,,,
Canada,574471.5705,2013,35155451,0.016340896,,,,,,,,
Canada,565458.1512,2012,34750545,0.016271922,,,,,,,,
Canada,560003.1394,2011,34342780,0.016306284,,,,,,,,
Canada,553720.5872,2010,34005274,0.016283374,,,,,,,,
Canada,539497.4984,2009,33628571,0.016042832,,,,,,,,
Canada,572155.7233,2008,33245773,0.017209879,,,,,,,,
Canada,590264.0599,2007,32887928,0.017947742,,,,,,,,
Canada,567782.031,2006,32570505,0.017432399,,,,,,,,
Canada,573598.9302,2005,32312000,0.017751886,,,,,,,,
Canada,583592.3034,2004,31995000,0.018240109,,,,,,,,
Canada,584952.8938,2003,31676000,0.018466754,,,,,,,,
Canada,567472.3224,2002,31362000,0.018094264,,,,,,,,
Canada,562662.303,2001,31081900,0.018102571,,,,,,,,
Canada,569999.9532,2000,30769700,0.018524716,,,,,,,,
Canada,548640.657,1999,30499200,0.01798869,,,,,,,,
Canada,532921.2279,1998,30247900,0.017618454,,,,,,,,
Canada,524645.1176,1997,29987200,0.017495635,,,,,,,,
Canada,510267.9541,1996,29671900,0.01719701,,,,,,,,
Canada,495510.7476,1995,29354000,0.016880519,,,,,,,,
Canada,482910.0812,1994,29111906,0.016588061,,,,,,,,
Canada,467716.4715,1993,28833410,0.016221337,,,,,,,,
Canada,468714.9223,1992,28519597,0.016434837,,,,,,,,
Canada,454412.301,1991,28171682,0.016130109,,,,,,,,
Canada,463496.8393,1990,27791000,0.016677948,,,,,,,,
Croatia,17918.74717,2015,4203604,0.004262711,,,,,,,,
Croatia,17777.06463,2014,4238389,0.004194298,,,,,,,,
Croatia,18525.44287,2013,4255689,0.004353101,,,,,,,,
Croatia,19172.42717,2012,4267558,0.004492599,,,,,,,,
Croatia,20759.40287,2011,4280622,0.004849623,,,,,,,,
Croatia,21203.73701,2010,4417781,0.004799635,,,,,,,,
Croatia,21965.63527,2009,4429078,0.004959415,,,,,,,,
Croatia,23746.47494,2008,4434508,0.005354929,,,,,,,,
Croatia,25017.36643,2007,4436000,0.005639623,,,,,,,,
Croatia,23684.93503,2006,4440000,0.005334445,,,,,,,,
Croatia,23451.84585,2005,4442000,0.005279569,,,,,,,,
Croatia,23005.23485,2004,4439000,0.005182526,,,,,,,,
Croatia,23355.2211,2003,4440000,0.005260185,,,,,,,,
Croatia,22031.12667,2002,4440000,0.004961965,,,,,,,,
Croatia,20943.10996,2001,4440000,0.004716917,,,,,,,,
Croatia,19789.12175,2000,4426000,0.004471107,,,,,,,,
Croatia,20215.65323,1999,4554000,0.004439098,,,,,,,,
Croatia,19372.3876,1998,4501000,0.004304019,,,,,,,,
Croatia,18666.46698,1997,4572000,0.004082779,,,,,,,,
Croatia,17587.89846,1996,4494000,0.00391364,,,,,,,,
Croatia,16992.80042,1995,4669000,0.003639495,,,,,,,,
Croatia,16342.18188,1994,4650000,0.003514448,,,,,,,,
Croatia,17081.22802,1993,4640000,0.003681299,,,,,,,,
Croatia,16607.13448,1992,4470000,0.003715243,,,,,,,,
Croatia,17268.91035,1991,4510000,0.003829027,,,,,,,,
Croatia,23390.07521,1990,4780000,0.004893321,,,,,,,,
Cyprus,6886.708595,2015,1160985,0.005931781,,,,,,,,
Cyprus,6878.366942,2014,1152309,0.005969204,,,,,,,,
Cyprus,6487.246182,2013,1143896,0.005671185,,,,,,,,
Cyprus,7164.089676,2012,1135062,0.006311629,,,,,,,,
Cyprus,7696.659785,2011,1124835,0.006842479,,,,,,,,
Cyprus,8004.902331,2010,1112607,0.007194726,,,,,,,,
Cyprus,8372.387322,2009,1098076,0.007624597,,,,,,,,
Cyprus,8620.387122,2008,1081563,0.007970305,,,,,,,,
Cyprus,8458.655471,2007,1063712,0.007952017,,,,,,,,
Cyprus,8152.484258,2006,1045509,0.007797622,,,,,,,,
Cyprus,7961.970589,2005,1027658,0.007747685,,,,,,,,
Cyprus,7776.894705,2004,1010410,0.007696771,,,,,,,,
Cyprus,7550.072388,2003,993563,0.007598987,,,,,,,,
Cyprus,7160.374948,2002,976966,0.007329196,,,,,,,,
Cyprus,6969.451826,2001,960282,0.007257714,,,,,,,,
Cyprus,7095.916365,2000,943286,0.00752255,,,,,,,,
Cyprus,6847.633916,1999,926050,0.007394454,,,,,,,,
Cyprus,6580.27834,1998,908704,0.007241388,,,,,,,,
Cyprus,6287.014257,1997,891192,0.007054613,,,,,,,,
Cyprus,6156.116104,1996,873423,0.007048264,,,,,,,,
Cyprus,5848.039025,1995,855384,0.006836741,,,,,,,,
Cyprus,5977.251945,1994,837110,0.007140342,,,,,,,,
Cyprus,5733.669042,1993,818751,0.007002946,,,,,,,,
Cyprus,5482.95619,1992,800609,0.006848482,,,,,,,,
Cyprus,5107.065817,1991,783129,0.00652136,,,,,,,,
Cyprus,4620.990007,1990,766614,0.006027792,,,,,,,,
Czech Republic,103769.75,2015,10546059,0.009839671,,,,,,,,
Czech Republic,102799.183,2014,10525347,0.009766821,,,,,,,,
Czech Republic,107102.9277,2013,10514272,0.010186433,,,,,,,,
Czech Republic,110621.2462,2012,10510785,0.010524547,,,,,,,,
Czech Republic,114037.6166,2011,10496088,0.010864773,,,,,,,,
Czech Republic,116159.3353,2010,10474410,0.011089821,,,,,,,,
Czech Republic,114684.1036,2009,10443936,0.010980927,,,,,,,,
Czech Republic,122315.9352,2008,10384603,0.011778586,,,,,,,,
Czech Republic,127402.8617,2007,10298828,0.012370617,,,,,,,,
Czech Republic,125889.2587,2006,10238905,0.012295188,,,,,,,,
Czech Republic,124558.9482,2005,10211216,0.012198248,,,,,,,,
Czech Republic,126838.9743,2004,10197101,0.012438729,,,,,,,,
Czech Republic,126092.5282,2003,10193998,0.012369291,,,,,,,,
Czech Republic,122537.7954,2002,10196916,0.012017143,,,,,,,,
Czech Republic,125486.4529,2001,10216605,0.012282598,,,,,,,,
Czech Republic,125788.1842,2000,10255063,0.012265959,,,,,,,,
Czech Republic,115416.4657,1999,10283860,0.011223069,,,,,,,,
Czech Republic,123647.0291,1998,10294373,0.012011128,,,,,,,,
Czech Republic,128839.9933,1997,10304131,0.012503722,,,,,,,,
Czech Republic,132201.9195,1996,10315241,0.012816174,,,,,,,,
Czech Republic,129736.9505,1995,10327253,0.012562581,,,,,,,,
Czech Republic,129159.5341,1994,10333587,0.012499003,,,,,,,,
Czech Republic,135570.1062,1993,10329855,0.013124105,,,,,,,,
Czech Republic,141549.39,1992,10319123,0.013717192,,,,,,,,
Czech Republic,146035.4193,1991,10308578,0.014166398,,,,,,,,
Czech Republic,161649.5912,1990,10333355,0.015643476,,,,,,,,
Denmark,36449.45795,2015,5683483,0.006413225,,,,,,,,
Denmark,38778.8428,2014,5643475,0.006871448,,,,,,,,
Denmark,42971.83453,2013,5614932,0.007653135,,,,,,,,
Denmark,41035.1276,2012,5591572,0.007338746,,,,,,,,
Denmark,45617.59035,2011,5570572,0.008189032,,,,,,,,
Denmark,50688.88008,2010,5547683,0.009136946,,,,,,,,
Denmark,50172.09797,2009,5523095,0.009084055,,,,,,,,
Denmark,52614.34098,2008,5493621,0.009577352,,,,,,,,
Denmark,56094.51707,2007,5461438,0.010271016,,,,,,,,
Denmark,60858.05194,2006,5437272,0.011192755,,,,,,,,
Denmark,52940.49643,2005,5419432,0.009768643,,,,,,,,
Denmark,56514.04772,2004,5404523,0.010456806,,,,,,,,
Denmark,62048.70202,2003,5390574,0.011510593,,,,,,,,
Denmark,56890.34556,2002,5375931,0.010582417,,,,,,,,
Denmark,57308.09254,2001,5358783,0.010694236,,,,,,,,
Denmark,55628.60745,2000,5339616,0.010418091,,,,,,,,
Denmark,59859.73533,1999,5321799,0.011248026,,,,,,,,
Denmark,62413.46333,1998,5304219,0.011766758,,,,,,,,
Denmark,66628.40385,1997,5284991,0.012607099,,,,,,,,
Denmark,76019.40965,1996,5263074,0.014443918,,,,,,,,
Denmark,62688.42386,1995,5233373,0.011978589,,,,,,,,
Denmark,65730.81761,1994,5206180,0.012625537,,,,,,,,
Denmark,61715.46127,1993,5188628,0.01189437,,,,,,,,
Denmark,59635.71569,1992,5171370,0.011531899,,,,,,,,
Denmark,65468.04955,1991,5154298,0.012701642,,,,,,,,
Denmark,54883.4308,1990,5140939,0.01067576,,,,,,,,
Estonia,15885.36737,2015,1315407,0.01207639,,,,,,,,
Estonia,18910.21429,2014,1314545,0.014385369,,,,,,,,
Estonia,19695.55353,2013,1317997,0.01494355,,,,,,,,
Estonia,17937.92759,2012,1322696,0.01356164,,,,,,,,
Estonia,19096.96924,2011,1327439,0.014386325,,,,,,,,
Estonia,19015.13662,2010,1331475,0.014281257,,,,,,,,
Estonia,14608.9084,2009,1334515,0.01094698,,,,,,,,
Estonia,17872.07884,2008,1337090,0.013366399,,,,,,,,
Estonia,20071.64818,2007,1340680,0.014971245,,,,,,,,
Estonia,16438.46795,2006,1346810,0.012205484,,,,,,,,
Estonia,17135.83253,2005,1354775,0.012648471,,,,,,,,
Estonia,17286.12997,2004,1362550,0.012686602,,,,,,,,
Estonia,17087.87529,2003,1370720,0.01246635,,,,,,,,
Estonia,15233.76573,2002,1379350,0.011044163,,,,,,,,
Estonia,15708.5658,2001,1388115,0.011316473,,,,,,,,
Estonia,15362.55877,2000,1396985,0.010996939,,,,,,,,
Estonia,15729.24124,1999,1390244,0.011314015,,,,,,,,
Estonia,16911.50937,1998,1386156,0.012200293,,,,,,,,
Estonia,18484.05618,1997,1399535,0.013207284,,,,,,,,
Estonia,18926.73166,1996,1415594,0.013370169,,,,,,,,
Estonia,18204.8214,1995,1436634,0.012671858,,,,,,,,
Estonia,19901.51903,1994,1462514,0.013607746,,,,,,,,
Estonia,19066.32714,1993,1494128,0.012760839,,,,,,,,
Estonia,24514.8575,1992,1533091,0.015990478,,,,,,,,
Estonia,34038.04776,1991,1561314,0.021800898,,,,,,,,
Estonia,37069.21568,1990,1569174,0.023623394,,,,,,,,
European Union,3498051.299,2015,509703315,0.006862917,,,,,,,,
European Union,3468722.543,2014,508157247,0.006826081,,,,,,,,
European Union,3643472.295,2013,506592457,0.007192117,,,,,,,,
European Union,3729875.363,2012,505104334,0.007384366,,,,,,,,
European Union,3787017.387,2011,504012082,0.007513743,,,,,,,,
European Union,3930649.487,2010,504421131,0.007792397,,,,,,,,
European Union,3812523.054,2009,503317964,0.00757478,,,,,,,,
European Union,4150740.286,2008,501808478,0.008271563,,,,,,,,
European Union,4250311.366,2007,499916649,0.00850204,,,,,,,,
European Union,4296148.709,2006,497973707,0.00862726,,,,,,,,
European Union,4290134.126,2005,496115011,0.008647459,,,,,,,,
